Ticker                      Company   Market_Cap       EBIT           EV       EV_EBIT
  PRVA      PRIVIA HEALTH GROUP INC    2930.6746     34.235    2460.5206     71.871494
   PSA               PUBLIC STORAGE   45542.2500   2313.644   55543.5360     24.006950
  PSEC        PROSPECT CAPITAL CORP    1449.7715    487.115    3487.2945      7.159078
  PSIX     POWER SOLUTIONS INTL INC    1316.5627    109.714    1423.9747     12.978970
  PSKY      PARAMOUNT SKYDANCE CORP   14847.2000   2282.000   26665.2000     11.685013
  PSMT               PRICESMART INC    3297.8160    234.977    3301.6020     14.050745
   PSN                 PARSONS CORP    6610.6224    433.696    7530.8054     17.364249
  PSNL               PERSONALIS INC     815.7090    -88.057     616.5660     -7.001896
  PSTL      POSTAL REALTY TRUST INC     433.7786     33.211     794.8866     23.934437
  PSTV        PLUS THERAPEUTICS INC      71.0437    -15.298      58.7507     -3.840417
   PSX                  PHILLIPS 66   51762.9766   3664.000   72232.9766     19.714240
   PTC                      PTC INC   24268.1987   1007.144   25453.0507     25.272504
  PTCT         PTC THERAPEUTICS INC    6188.7650    856.508    6950.4580      8.114878
  PTEN     PATTERSON-UTI ENERGY INC    2317.5352      2.586    3177.3632   1228.678732
  PTGX PROTAGONIST THERAPEUTICS INC    5465.5625   -158.127    4908.5215    -31.041641
   PTN     PALATIN TECHNOLOGIES INC       6.5072    -22.708       4.1072     -0.180870
  PTON      PELOTON INTERACTIVE INC    2820.5270     61.600    3757.6270     61.000438
  PUBM                 PUBMATIC INC     415.8877    -17.259     314.5767    -18.226821
  PULM                PULMATRIX INC       8.1440     -5.169       4.0560     -0.784678
  PUMP        PROPETRO HOLDING CORP     991.9881     16.262    1113.8791     68.495825
   PVH                     PVH CORP    4771.1104    815.400    7419.1104      9.098737
  PVLA    PALVELLA THERAPEUTICS INC    1295.9193    -38.602    1256.3303    -32.545731
    PW                   POWER REIT       3.2045     -1.581      20.9425    -13.246363
   PWR          QUANTA SERVICES INC   63130.8907   1680.981   69108.9087     41.112249
  PXLW               PIXELWORKS INC      40.3033    -11.556      29.7993     -2.578686
  PYPL          PAYPAL HOLDINGS INC   53709.6000   6396.000   55427.6000      8.665979
   PZG   PARAMOUNT GOLD NEVADA CORP      46.2331     -6.955      56.5121     -8.125392
  PZZA PAPA JOHNS INTERNATIONAL INC    1262.5105    109.547    2161.9265     19.735150
  QADA                      QAD INC    1278.9063     12.698    1171.1713     92.232737
  QCOM                 QUALCOMM INC  178670.6400  12258.000  181835.6400     14.834038
  QCRH             QCR HOLDINGS INC    1390.3603    184.065    1805.6493      9.809846
  QDEL             QUIDELORTHO CORP    1939.2240    157.000    4603.3240     29.320535
  QLYS                   QUALYS INC    4748.5170    221.952    4354.8520     19.620693
  QMCO                 QUANTUM CORP     100.1136    -37.590     216.3866     -5.756494
  QNCX      QUINCE THERAPEUTICS INC      82.2837    -36.132      56.3107     -1.558472
  QNST               QUINSTREET INC     920.2760     23.287     829.3940     35.616181
  QRHC  QUEST RESOURCE HOLDING CORP      38.9856     -0.366     105.1196   -287.212022
  QRVO                    QORVO INC    6728.3372    408.456    7315.3212     17.909692
  QTRX               QUANTERIX CORP     297.2918    -83.399     216.2988     -2.593542
  QTTB                  Q32 BIO INC      42.6886     17.826       9.7356      0.546146
  QTWO              Q2 HOLDINGS INC    4527.3906     46.691    4439.1386     95.074824
  QUAD            QUAD/GRAPHICS INC     319.1430    118.800     699.8430      5.890934
  QUIK              QUICKLOGIC CORP     103.9129    -11.544     103.3159     -8.949749
 QVCGA                QVC GROUP INC     154.3881    688.000    4838.3881      7.032541
   QXO                      QXO INC   13011.1050    115.800   14560.2050    125.735794
     R             RYDER SYSTEM INC    7544.0196   1086.000   16026.0196     14.756924
  RAIL       FREIGHTCAR AMERICA INC     211.3484     34.248     299.4164      8.742595
  RAMP        LIVERAMP HOLDINGS INC    1709.9481     13.397    1308.8991     97.700911
  RAND            RAND CAPITAL CORP      33.7244      5.358      29.5154      5.508660
  RARE    ULTRAGENYX PHARMACEUTICAL    2217.2000   -535.000    2776.2000     -5.189159
  RAVE    RAVE RESTAURANT GROUP INC      39.0830      3.266      29.7760      9.116963
   RBB                  RBB BANCORP     352.0565     57.219     429.2255      7.501451
  RBBN    RIBBON COMMUNICATIONS INC     506.2349     25.710     813.2369     31.631151
   RBC             RBC BEARINGS INC   10128.0325    373.800   11120.1325     29.748883
 RBCAA      REPUBLIC BANCORP INC/KY    1348.1336    234.253    1755.0356      7.492052
  RBKB        RHINEBECK BANCORP INC     130.5011     24.376      64.9671      2.665208
  RBLX                  ROBLOX CORP   57398.3298  -1232.342   56145.8918    -45.560317
    RC           READY CAPITAL CORP     355.3618    239.403    6042.6188     25.240364
  RCAT         RED CAT HOLDINGS INC     952.1551    -66.597     802.7251    -12.053472
  RCEL            AVITA MEDICAL INC     105.4734    -41.334     133.3364     -3.225829
  RCKT   ROCKET PHARMACEUTICALS INC     380.2032   -228.516     216.1512     -0.945891
  RCKY             ROCKY BRANDS INC     220.1217     37.187     344.2397      9.256990
  RCMT         RCM TECHNOLOGIES INC     168.4603     21.436     205.9093      9.605771
  RCUS        ARCUS BIOSCIENCES INC    2985.8990   -386.000    2223.8990     -5.761396
   RDI      READING INTL INC  -CL A      41.5885     -5.307     389.6825    -73.428020
   RDN             RADIAN GROUP INC    4876.5730    869.953    4281.7190      4.921782
  RDNT                   RADNET INC    5522.4900     90.804    6614.1290     72.839622
  RDNW            RIDENOW GROUP INC     211.1566     42.200     794.5566     18.828355
  RDVT               RED VIOLET INC     805.8995     13.496     765.1345     56.693428
  REAL           REALREAL INC (THE)    1867.0738    -22.223    2179.0938    -98.055789
  REED                    REEDS INC      24.8220    -12.285      24.4230     -1.988034
  REFR       RESEARCH FRONTIERS INC      44.0789     -2.132      44.5809    -20.910366
   REG         REGENCY CENTERS CORP   12591.6242    720.414   17452.6322     24.225837
  REGN    REGENERON PHARMACEUTICALS   81586.6590   3727.800   75948.5590     20.373561
   REI              RING ENERGY INC     180.6616    -34.338     602.9936    -17.560534
  REKR            REKOR SYSTEMS INC     188.3396    -27.032     201.2166     -7.443645
  RELL   RICHARDSON ELECTRONICS LTD     128.9785      2.627      95.3535     36.297488
  REPL          REPLIMUNE GROUP INC     751.5788   -261.627     343.9398     -1.314619
   RES                      RPC INC    1199.9117     58.452    1067.3237     18.259832
   REX  REX AMERICAN RESOURCES CORP     717.3337     64.329     379.3717      5.897367
  REXR         REXFORD INDUS REALTY    8966.7776    290.422   12061.2086     41.529941
  REYN   REYNOLDS CONSUMER PRODUCTS    4820.0760    532.000    6371.0760     11.975707
  REZI         RESIDEO TECHNOLOGIES    5263.5749    650.000    8133.5749     12.513192
    RF       REGIONS FINANCIAL CORP   23496.0523   3731.000   18012.0523      4.827674
  RFIL           R F INDUSTRIES LTD      83.7835      2.814     105.2935     37.417733
   RFL          RAFAEL HOLDINGS INC      87.1651    -25.109      35.0881     -1.397431
   RGA   REINSURANCE GROUP AMER INC   13319.3054   1754.000   19470.3054     11.100516
  RGCO            RGC RESOURCES INC     231.9847     18.448     378.6257     20.523943
  RGEN                REPLIGEN CORP    9229.4145     66.029    9151.7345    138.601743
  RGLD               ROYAL GOLD INC   18783.5050    664.675   19482.4320     29.311215
  RGNX                REGENXBIO INC     732.8448   -161.019     763.2928     -4.740390
   RGP     RESOURCES CONNECTION INC     172.4861      2.056     111.6441     54.301605
   RGR         STURM RUGER & CO INC     520.5716     16.191     429.8436     26.548305
   RGS                REGIS CORP/MN      54.3269     21.691     369.8799     17.052229
    RH                           RH    7848.2539    318.635   11755.7299     36.894032
   RHI              ROBERT HALF INC    2746.9896     76.461    1754.1546     22.941821
   RHP  RYMAN HOSPITALITY PPTYS INC    5892.5551    498.582    9528.1031     19.110403
  RICK    RCI HOSPITALITY HLDGS INC     264.9488     36.356     497.6548     13.688382
  RIGL    RIGEL PHARMACEUTICALS INC     784.2601    125.466     682.6081      5.440582
  RILY       BRC GROUP HOLDINGS INC     142.8880    137.418    1396.6140     10.163254
  RIME      ALGORHYTHM HOLDINGS INC       8.2865     -9.894       1.4785     -0.149434
  RIOT           RIOT PLATFORMS INC    4707.8679   -400.027    5264.8369    -13.161204
  RITM           RITHM CAPITAL CORP    6059.1029   2503.305   34501.3829     13.782333
  RJET REPUBLIC AIRWAYS HLDINGS INC     839.7478    215.400    1745.1478      8.101893
   RJF  RAYMOND JAMES FINANCIAL INC   34198.9640   3127.000   24532.9640      7.845527
  RKDA      ARCADIA BIOSCIENCES INC       2.7185     -5.250      -1.8445      0.351333
   RKT               ROCKET COS INC   54559.5195    683.140   80318.5195    117.572561
    RL            RALPH LAUREN CORP   13575.5100    989.100   14159.2100     14.315246
  RLAY       RELAY THERAPEUTICS INC    1470.9317   -300.438     948.8717     -3.158295
  RLGT        RADIANT LOGISTICS INC     286.6294     20.058     346.9244     17.296061
   RLI                     RLI CORP    5878.4184    515.263    5583.0094     10.835262
   RLJ            RLJ LODGING TRUST    1125.5833    140.096    2998.9293     21.406245
  RLMD     RELMADA THERAPEUTICS INC     354.2032    -59.100     261.1972     -4.419580
    RM     REGIONAL MANAGEMENT CORP     370.2175    142.591    1936.1505     13.578350
  RMAX          RE/MAX HOLDINGS INC     152.5211     48.643     418.9351      8.612444
  RMBI    RICHMOND MUTUAL BANCO INC     137.1146     24.655     354.5566     14.380718
  RMBS                   RAMBUS INC    9904.0880    260.323    9167.2380     35.214860
  RMCF ROCKY MOUNTAIN CHOC FACT INC      12.2780     -5.942      18.7730     -3.159374
   RMD                   RESMED INC   37767.3300   1685.882   37396.6130     22.182224
  RMNI            RIMINI STREET INC     355.4196     33.035     326.1186      9.871912
   RMR                RMR GROUP INC     268.4010     50.002     410.1430      8.202532
  RMTI         ROCKWELL MEDICAL INC      32.8441     -3.337      20.3191     -6.089032
  RNAC   CARTESIAN THERAPEUTICS INC     187.5393    -86.705      75.0763     -0.865882
   RNG              RINGCENTRAL INC    2177.3787    154.876    3334.2757     21.528679
  RNGR       RANGER ENERGY SERVICES     329.4107     15.200     361.0107     23.750704
  RNST                RENASANT CORP    3333.0799    397.988    3375.1189      8.480454
  RNTX        REIN THERAPEUTICS INC      31.9580    -21.931      28.7430     -1.310611
  ROAD       CONSTRUCTION PRTNR INC    7105.0150    239.803    8635.1820     36.009483
  ROCK     GIBRALTAR INDUSTRIES INC    1460.8037    144.938    1402.7587      9.678336
   ROG                  ROGERS CORP    1629.9460     52.100    1463.5460     28.091094
   ROK          ROCKWELL AUTOMATION   39287.1720   1423.000   42466.1720     29.842707
  ROKU                     ROKU INC   16040.2465     17.079   14246.2895    834.140728
   ROL                  ROLLINS INC   28881.2639    729.316   29819.2649     40.886618
  ROOT                     ROOT INC    1119.5650     61.700     608.8650      9.868152
   ROP       ROPER TECHNOLOGIES INC   47450.8580   2244.400   56687.9580     25.257511
  ROST              ROSS STORES INC   49506.0853   2524.011   50440.6833     19.984336
  RPAY          REPAY HOLDINGS CORP     298.4350    -10.322     590.2960    -57.188142
   RPC        RIDGEPOST CAPITAL INC    1075.2054     68.472    1449.2044     21.164920
   RPD                   RAPID7 INC    1000.8744     12.101    1494.5724    123.508173
   RPM        RPM INTERNATIONAL INC   14602.1430    969.433   17329.6850     17.876104
   RPT     RITHM PROPERTY TRUST INC     125.5438     38.921     787.2338     20.226454
  RRBI     RED RIVER BANCSHARES INC     469.7951     70.828     257.9471      3.641880
   RRC         RANGE RESOURCES CORP    8302.2491    956.623    9674.6721     10.113359
  RRGB    RED ROBIN GOURMET BURGERS      72.9365     10.468     564.0425     53.882547
   RRR         RED ROCK RESORTS INC    3660.6875    616.446    6989.4255     11.338261
   RRX           REGAL REXNORD CORP    9317.2480    767.400   13736.7480     17.900375
    RS                 RELIANCE INC   14944.6895   1041.100   16467.5895     15.817491
   RSG        REPUBLIC SERVICES INC   65274.4400   3361.000   79004.4400     23.506230
  RSSS       RESEARCH SOLUTIONS INC      93.2176      2.501      80.9906     32.383287
   RTX                     RTX CORP  246175.4358   8887.000  278696.4358     31.360013
   RUN                   SUNRUN INC    4298.4608   -135.629   17898.5428   -131.966930
 RUSHA         RUSH ENTERPRISES INC    4167.4050    393.344    5397.2910     13.721554
  RVLV            REVOLVE GROUP INC    2154.7207     78.629    1883.9767     23.960329
  RVMD     REVOLUTION MEDICINES INC   15691.1297  -1182.369   14092.5987    -11.918951
   RVP RETRACTABLE TECHNOLOGIES INC      23.1144    -20.221     -12.6546      0.625815
  RVSB        RIVERVIEW BANCORP INC     118.5144     12.409     194.6904     15.689451
  RVTY                  REVVITY INC   10863.1868    435.650   13341.5278     30.624418
   RWT            REDWOOD TRUST INC     688.2638    974.579   22405.7738     22.990208
   RXT     RACKSPACE TECHNOLOGY INC     238.1618    -65.900    3416.2618    -51.840088
  RYAM  RAYONIER ADVANCED MATERIALS     394.6653     34.843    1125.1133     32.290942
   RYM                    RYTHM INC      45.8597    -22.978      94.2627     -4.102302
   RYN                 RAYONIER INC    3494.8729     90.591    3713.5319     40.992283
  RYTM        RHYTHM PHARMACEUTICLS    7193.6232   -188.816    6916.8482    -36.632744
   RYZ         RYERSON HOLDING CORP     810.3784     -2.600    1614.8784   -621.107077
  RZLT                 REZOLUTE INC     388.0022    -79.894     221.7592     -2.775668
  SABR                   SABRE CORP     537.2054    346.106    4036.5924     11.662879
  SACH          SACHEM CAPITAL CORP      49.5924     27.782     315.5714     11.358844
  SAFE                 SAFEHOLD INC     982.3396    328.418    5543.1126     16.878224
  SAFT   SAFETY INSURANCE GROUP INC    1139.9791    115.727    1120.4881      9.682167
   SAH  SONIC AUTOMOTIVE INC  -CL A    2077.0114    505.600    5998.8114     11.864738
  SAIA                     SAIA INC    8700.1254    339.742    8985.3994     26.447714
  SAIC SCIENCE APPLICATIONS INTL CP    5197.4400    548.000    7551.4400     13.780000
   SAM       BOSTON BEER INC  -CL A    2044.1819    151.837    1859.7879     12.248582
  SAMG        SILVERCREST ASSET MGT     118.2238      9.325      98.1328     10.523625
  SANA        SANA BIOTCHNOLOGY INC    1085.5992   -190.958    1029.2842     -5.390108
  SANM                 SANMINA CORP    6147.3344    395.049    5539.3354     14.021894
   SAR     SARATOGA INVESTMENT CORP     394.7580    105.473     971.8580      9.214282
  SATS                ECHOSTAR CORP   31395.3862    -91.135   59198.0492   -649.564374
  SBAC      SBA COMMUNICATIONS CORP   20438.9744   1554.271   35319.0844     22.723891
  SBCF     SEACOAST BANKING CORP/FL    3076.8978    303.819    4073.0148     13.406057
  SBFG       SB FINANCIAL GROUP INC     139.7665     27.109     141.3625      5.214597
  SBFM       SUNSHINE BIOPHARMA INC       7.7400     -5.812      -0.9950      0.171198
  SBGI                 SINCLAIR INC    1066.9302    154.000    4719.9302     30.648897
   SBH    SALLY BEAUTY HOLDINGS INC    1593.4050    330.402    3007.2090      9.101667
   SBR         SABINE ROYALTY TRUST     999.6820     72.972     992.1080     13.595735
  SBRA   SABRA HEALTH CARE REIT INC    4767.1412    260.473    7225.2762     27.739060
  SBSI     SOUTHSIDE BANCSHARES INC     903.2820    118.603    1233.2460     10.398101
  SBUX               STARBUCKS CORP   96181.7400   3443.800  119288.3400     34.638579
  SCCO         SOUTHERN COPPER CORP  117516.2770   7001.600  120020.4770     17.141864
  SCHL              SCHOLASTIC CORP     432.4926     33.000     707.8926     21.451291
  SCHW        SCHWAB (CHARLES) CORP  175674.2508  13752.000  118628.2508      8.626254
   SCI   SERVICE CORP INTERNATIONAL   10890.6937    980.316   15861.6537     16.180144
  SCKT            SOCKET MOBILE INC       8.1365     -3.218      13.8765     -4.312150
   SCL                    STEPAN CO    1071.4726     69.025    1629.8266     23.612120
   SCM   STELLUS CAPITAL INVESTMENT     367.0480     73.407     993.8210     13.538505
  SCNX       SCIENTURE HOLDINGS INC      20.7218    -16.246      14.0828     -0.866847
  SCOR                 COMSCORE INC      96.6940      4.509     132.0150     29.278110
  SCSC               SCANSOURCE INC     928.8928     95.163     946.4418      9.945481
  SCVL            SHOE CARNIVAL INC     735.3284     89.516     980.2034     10.950036
  SCWO                 374WATER INC      98.5005    -12.490      88.5005     -7.085709
  SCYX                 SCYNEXIS INC      27.5360    -33.274     -10.4000      0.312556
    SD         SANDRIDGE ENERGY INC     531.3848     54.247     439.0398      8.093347
  SDEV  STABLECOIN DEVELOPMENT CORP     711.0912     -7.585     703.9092    -92.802795
  SDGR              SCHRODINGER INC    1317.3984   -166.896    1024.3774     -6.137819
  SDOT              SADOT GROUP INC      19.8028    -11.464      25.5408     -2.227913
   SEB                SEABOARD CORP    4258.1376    239.000    4918.1376     20.577982
  SEDG   SOLAREDGE TECHNOLOGIES INC    1741.3860   -223.529    1567.7160     -7.013479
   SEE              SEALED AIR CORP    6100.6918    773.000    9855.4918     12.749666
  SEER                     SEER INC     102.8826    -77.992     -59.3624      0.761134
   SEI SOLARIS ENRGY INFRASTRUCTURE    2440.1336    135.786    3165.7786     23.314470
  SEIC           SEI INVESTMENTS CO   10025.4686    633.765    9654.2266     15.233133
  SELF      GLOBAL SELF STORAGE INC      57.9564      3.249      66.3234     20.413481
   SEM SELECT MEDICAL HOLDINGS CORP    1841.6525    334.578    4683.8435     13.999257
 SENEA            SENECA FOODS CORP     617.4813     74.742     959.3273     12.835184
  SENS         SENSEONICS HLDGS INC     227.7883    -68.337     174.8143     -2.558121
   SER      SERINA THERAPEUTICS INC      20.5973    -24.022      20.8643     -0.868550
  SEVN     SEVEN HILLS REALTY TRUST     200.9976     44.933     565.1836     12.578363
    SF        STIFEL FINANCIAL CORP   12730.3661   1178.258   12752.9151     10.823534
  SFBC  SOUND FINANCIAL BANCORP INC     112.0418     19.822      -4.9392     -0.249178
  SFBS   SERVISFIRST BANCSHARES INC    3921.5288    412.980    3824.2708      9.260184
  SFIX               STITCH FIX INC     626.6162    -35.677     485.2742    -13.601878
   SFM       SPROUTS FARMERS MARKET    7642.4244    686.158    9324.8744     13.589981
  SFNC SIMMONS FIRST NATL CP  -CL A    2728.7826   -369.319    2711.3316     -7.341435
  SFST    SOUTHERN FIRST BANKSHARES     423.1338     56.043     440.1638      7.854037
    SG               SWEETGREEN INC     800.7152   -133.574    1066.0322     -7.980836
   SGA      SAGA COMMUNICATIONS INC      70.8016      3.403      48.0146     14.109492
   SGC    SUPERIOR GROUP OF COS INC     152.2761     14.284     234.5441     16.420057
  SGHT           SIGHT SCIENCES INC     424.2074    -34.296     372.7174    -10.867664
   SGI SOMNIGROUP INTERNATIONAL INC   18739.8720    999.100   25280.0720     25.302845
  SGLY  SINGULARITY FUTURE TECH LTD       4.2871     -2.712     -11.3249      4.175848
  SGMO     SANGAMO THERAPEUTICS INC     147.2890   -108.556     153.1360     -1.410664
  SGRP               SPAR GROUP INC      18.5869     -9.101      42.5889     -4.679585
  SGRY         SURGERY PARTNERS INC    1998.0095    470.800    5782.9095     12.283155
   SGU                STAR GROUP LP     393.6787    119.266     654.2537      5.485668
  SHAK              SHAKE SHACK INC    3267.4172     66.561    3809.4202     57.232016
  SHBI         SHORE BANCSHARES INC     590.7595    116.742     335.2815      2.871987
   SHC             SOTERA HEALTH CO    5016.3044    370.102    6943.5014     18.761048
  SHEN     SHENANDOAH TELECOMMUN CO     634.6324    -14.664    1228.1164    -83.750436
  SHLS  SHOALS TECHNOLOGIES GRP INC    1423.3250     74.727    1594.6330     21.339449
   SHO SUNSTONE HOTEL INVESTORS INC    1696.0074     87.499    2435.7214     27.837134
  SHOO            MADDEN STEVEN LTD    3026.1454    175.892    3399.8604     19.329250
   SHW          SHERWIN-WILLIAMS CO   80262.5550   3820.500   94006.3550     24.605773
  SIBN                  SI-BONE INC     860.7188    -22.330     749.5838    -33.568464
  SIEB       SIEBERT FINANCIAL CORP     141.9304      6.018     -54.2316     -9.011565
   SIF             SIFCO INDUSTRIES      43.5159     -2.477      65.2729    -26.351595
  SIGA        SIGA TECHNOLOGIES INC     437.5432     23.702     283.3362     11.954105
  SIGI      SELECTIVE INS GROUP INC    5026.5589    606.531    4771.7369      7.867260
  SILO              SILO PHARMA INC       4.5281     -4.281      -2.3299      0.544242
  SINT       SINTX TECHNOLOGIES INC      15.3281    -10.721      14.4371     -1.346619
  SIRI       SIRIUS XM HOLDINGS INC    6697.4252   1937.000   16585.4252      8.562429
  SITC            SITE CENTERS CORP     336.8060   -124.705     248.3210     -1.991267
  SITE SITEONE LANDSCAPE SUPPLY INC    5529.2184    225.200    6318.6184     28.057808
  SITM                  SITIME CORP    9288.5438    -60.411    8483.7468   -140.433808
   SJI  SOUTH JERSEY INDUSTRIES INC    3064.9208    338.120    6642.0638     19.644102
   SJM              SMUCKER (JM) CO   12374.0348   1645.500   20078.3348     12.201966
   SJT    SAN JUAN BASIN ROYALTY TR     261.9426     -0.400     262.3076   -655.769000
   SKT                   TANGER INC    3840.7869    185.361    5475.6489     29.540458
   SKX           SKECHERS U S A INC   10034.4269    904.257   10728.5759     11.864521
   SKY           CHAMPION HOMES INC    5411.6488    245.652    4965.1158     20.211990
  SKYW                  SKYWEST INC    4003.4471    617.846    5770.5651      9.339811
  SLAB     SILICON LABORATORIES INC    4307.2185    -70.541    3887.5525    -55.110539
  SLDB        SOLID BIOSCIENCES INC     445.3795   -179.206     277.4685     -1.548321
   SLE  SUPER LEAGUE ENTERPRISE INC      10.0183    -15.935      11.9483     -0.749815
   SLG         SL GREEN REALTY CORP    4828.9082    107.618   10461.1012     97.205869
  SLGN          SILGAN HOLDINGS INC    4256.6935    657.869    7793.1175     11.846002
   SLM                     SLM CORP    5392.1921   1309.196    6244.6391      4.769828
  SLNH          SOLUNA HOLDINGS INC     119.9613    -33.669      68.3033     -2.028670
  SLNO      SOLENO THERAPEUTICS INC    2420.8881     14.950    2167.9691    145.014656
   SLP         SIMULATIONS PLUS INC     285.3413      6.483     253.6043     39.118356
  SLQT              SELECTQUOTE INC     411.3045     72.708     793.0855     10.907816
  SLRC          SLR INVESTMENT CORP     843.4203    154.840    1625.4733     10.497761
   SLS SELLAS LIFE SCIENCES GROUP I     577.1983    -28.274     506.3063    -17.907134
  SLSN                SOLESENCE INC     112.6293      1.572     135.6613     86.298537
    SM                 SM ENERGY CO    2143.5997    829.000    4628.5997      5.583353
  SMAR               SMARTSHEET INC    6155.6735   -118.195    5576.3605    -47.179327
  SMBC  SOUTHERN MISSOURI BANCP INC     618.9592     95.412     575.1052      6.027598
  SMBK           SMARTFINANCIAL INC     629.9027     87.028     278.9127      3.204862
   SMC        SUMMIT MIDSTREAM CORP     327.1502     88.636    1360.9912     15.354836
  SMCI     SUPER MICRO COMPUTER INC   29118.6544   1252.994   29001.7144     23.145932
   SMG        SCOTTS MIRACLE-GRO CO    3291.7100    461.100    5635.3100     12.221449
  SMHI      SEACOR MARINE HLDGS INC     162.2510    -48.496     404.8110     -8.347307
  SMID           SMITH-MIDLAND CORP     235.8158      9.899     233.4728     23.585493
  SMMT      SUMMIT THERAPEUTICS INC   13561.2388  -1094.424   12868.3648    -11.758116
   SMP         STANDARD MOTOR PRODS     816.0801    151.399    1480.8461      9.781082
  SMPL    SIMPLY GOOD FOODS COMPANY    2855.2985    241.618    3061.2575     12.669824
  SMSI     SMITH MICRO SOFTWARE INC      13.9361    -18.609      14.7801     -0.794245
  SMTC                 SEMTECH CORP    5776.7731     69.768    6188.3491     88.698961
  SMTI           SANARA MEDTECH INC     208.9125      9.577     240.5265     25.115015
   SNA                  SNAP-ON INC   17873.3682   1305.700   17542.1682     13.435068
  SNAP                     SNAP INC   13812.2327   -532.167   15014.7917    -28.214436
  SNBR            SLEEP NUMBER CORP     193.3956     18.804    1134.2046     60.317198
  SNCY        SUN CONTY AIR HLD INC     765.8790    102.459    1102.0350     10.755863
   SND               SMART SAND INC     155.7800     -5.026     169.4090    -33.706526
  SNDA     SONIDA SENIOR LIVING INC     612.0897    -13.452    1271.5587    -94.525624
  SNDR       SCHNEIDER NATIONAL INC    4643.1480    169.100    4896.6480     28.957114
  SNDX   SYNDAX PHARMACEUTICALS INC    1836.4001   -273.084    1787.7621     -6.546565
  SNES                SENESTECH INC      11.1772     -5.874       5.2852     -0.899762
  SNEX             STONEX GROUP INC    5266.7120   1746.800    6688.0120      3.828722
 SNFCA SECURITY NATL FINL CP  -CL A     223.5922     45.929     157.0792      3.420044
  SNGX                SOLIGENIX INC       6.7752     -9.441       0.4402     -0.046626
  SNOA   SONOMA PHARMACEUTICALS INC       3.5785     -3.710      -1.4905      0.401752
  SNPS                 SYNOPSYS INC   84407.7971    914.927   95735.5761    104.637393
  SNSE       SENSEI BIOTHERAPEU INC      13.4655    -20.601      -6.2095      0.301417
  SNWV          SANUWAVE HEALTH INC     256.2958      6.814     267.3078     39.229205
   SNX               TD SYNNEX CORP   12213.6480   1422.099   14860.2410     10.449512
  SNYR             SYNERGY CHC CORP      37.5848      5.800      64.3118     11.088241
    SO                  SOUTHERN CO   97576.8000   7285.000  170012.8000     23.337378
   SON           SONOCO PRODUCTS CO    4304.3878    766.364    8570.0848     11.182786
  SONM                    DNA X INC      15.7245    -29.661      10.3815     -0.350005
  SONO                    SONOS INC    1897.4694    -16.978    1729.5664   -101.871033
  SOTK                SONO-TEK CORP      58.2713      1.010      46.3413     45.882475
  SOWG                 SOW GOOD INC      23.0540     -1.556      39.6940    -25.510283
   SPB       SPECTRUM BRND HLDG INC    1250.2140    174.800    1780.8140     10.187723
  SPCE VIRGIN GALACTIC HOLDINGS INC     235.3797   -283.093     272.2977     -0.961867
  SPFI   SOUTH PLAINS FINANCIAL INC     632.2072    107.881     148.1942      1.373682
   SPG     SIMON PROPERTY GROUP INC   60202.2146   3679.484   88565.7816     24.070164
  SPGI               S&P GLOBAL INC  156149.8920   6570.000  168054.8920     25.579131
   SPH SUBURBAN PROPANE PRTNRS  -LP    1228.0093    206.311    2554.0603     12.379661
  SPHR      SPHERE ENTERTAINMENT CO    3274.7454   -140.375    3714.9394    -26.464395
  SPOK            SPOK HOLDINGS INC     271.8459     20.168     253.5049     12.569660
  SPRB       SPRUCE BIOSCIENCES INC     119.5149    -31.213      71.3449     -2.285743
  SPRO       SPERO THERAPEUTICS INC     131.4470      7.159      94.0770     13.141081
  SPRY      ARS PHARMACEUTICALS INC    1156.7402   -179.448    1080.2682     -6.019951
  SPSC             SPS COMMERCE INC    3343.8902    118.303    3199.7272     27.046881
   SPT            SPROUT SOCIAL INC     671.2074    -37.319     628.7234    -16.847274
  SPWH   SPORTSMANS WAREHOUSE HLDGS      77.7301    -14.497     530.1691    -36.570953
  SPXC         SPX TECHNOLOGIES INC    9976.3920    388.400   10189.7920     26.235304
  SQFT  PRESIDIO PROPERTY TRUST INC       4.3756     -6.262      89.0686    -14.223667
    SR                    SPIRE INC    4811.7995    523.900   10045.1995     19.173887
  SRCE              1ST SOURCE CORP    1522.8188    264.223    1760.2428      6.661959
   SRE                SEMPRA ENERGY   57629.7083   2429.000   93885.7083     38.652000
   SRG   SERITAGE GROWTH PROPERTIES     183.0563    -55.266     169.0483     -3.058812
   SRI               STONERIDGE INC     162.2242     -4.559     290.0262    -63.616188
  SRPT     SAREPTA THERAPEUTICS INC    2258.8253    -74.172    2358.7233    -31.800724
  SRRK      SCHOLAR ROCK HOLDNG CRP    4777.7071   -348.645    4519.0591    -12.961778
  SRTS        SENSUS HEALTHCARE INC      65.5267    -10.307      43.9147     -4.260668
  SRXH     SRX HEALTH SOLUTIONS INC       7.8984     -5.375      11.0624     -2.058121
   SSB        SOUTH STATE BANK CORP    9329.8772   1216.144    7997.4222      6.576049
  SSBI            SUMMIT STATE BANK      78.7584     16.168      20.7024      1.280455
   SSD    SIMPSON MANUFACTURING INC    6661.4449    442.628    6764.8879     15.283461
  SSNC  SS&C TECHNOLOGIES HLDGS INC   21103.1880   1436.700   28330.5880     19.719209
